source_id,category,title,source_url,access_status,corpus_files,licence_class,release_recommendation
method_pxdesign,prompt_cited_paper,"Fast, Modular, and Accurate De Novo Design of Protein Binders",https://doi.org/10.1101/2025.08.15.670450,retrieved,"07_Prompt-Cited_Papers/PXDesign - Fast Modular and Accurate De Novo Design of Protein Binders (Protenix Team, bioRxiv 2025.08.15.670450).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
method_promera,prompt_cited_paper,"A unified model for biomolecular structure prediction, filtering, and design",https://doi.org/10.64898/2026.06.07.729267,retrieved,"07_Prompt-Cited_Papers/Promera - A unified model for biomolecular structure prediction filtering and design (Jing et al., bioRxiv 2026.06.07.729267).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')",other,REVIEW
method_proteinhunter,prompt_cited_paper,Exploiting structure hallucination within diffusion for protein design,https://doi.org/10.1101/2025.10.10.681530,retrieved,"07_Prompt-Cited_Papers/ProteinHunter - Exploiting structure hallucination within diffusion for protein design (Cho et al., bioRxiv 2025.10.10.681530).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
method_proteinmpnn,prompt_cited_paper,Robust deep learning-based protein sequence design using ProteinMPNN,https://doi.org/10.1126/science.add2187,retrieved,"07_Prompt-Cited_Papers/ProteinMPNN - Robust deep learning-based protein sequence design using ProteinMPNN (Dauparas et al., Science 2022, add2187).pdf",journal article / SI (publisher copyright unless open access — check per article before redistributing full text),REVIEW — full-text redistribution generally NOT permitted unless OA; safest is URL-only
method_proteina_complexa,prompt_cited_paper,Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute,https://arxiv.org/abs/2603.27950,retrieved,"07_Prompt-Cited_Papers/Proteina-Complexa - Scaling Atomistic Protein Binder Design with Generative Pretraining and Test-Time Compute (Didi et al., arXiv 2603.27950).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
method_protenix_v1,prompt_cited_paper,Advancing Structure Prediction Through a Comprehensive AlphaFold3 Reproduction,https://doi.org/10.1101/2025.01.08.631967,retrieved,"07_Prompt-Cited_Papers/Protenix v1 - Advancing Structure Prediction Through a Comprehensive AlphaFold3 Reproduction (Chen et al., bioRxiv 2025.01.08.631967).pdf","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
method_protenix_v2,prompt_cited_paper,Broadening the Reach of Structure Prediction and Biomolecular Design,https://doi.org/10.64898/2026.04.10.717613,retrieved,"07_Prompt-Cited_Papers/Protenix v2 - Broadening the Reach of Structure Prediction and Biomolecular Design (Protenix Team, bioRxiv 2026.04.10.717613).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')",other,REVIEW
method_rfdiffusion,prompt_cited_paper,De novo design of protein structure and function with RFdiffusion,https://doi.org/10.1038/s41586-023-06415-8,retrieved,"07_Prompt-Cited_Papers/RFdiffusion - De novo design of protein structure and function with RFdiffusion (Watson et al., Nature 2023, s41586-023-06415-8).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')",journal article / SI (publisher copyright unless open access — check per article before redistributing full text),REVIEW — full-text redistribution generally NOT permitted unless OA; safest is URL-only
method_rfdiffusion3,prompt_cited_paper,De novo Design of All-atom Biomolecular Interactions with RFdiffusion3,https://doi.org/10.1101/2025.09.18.676967,retrieved,"07_Prompt-Cited_Papers/RFdiffusion3 - De novo Design of All-atom Biomolecular Interactions with RFdiffusion3 (Butcher Krishna et al., bioRxiv 2025.09.18.676967).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
method_solublempnn,prompt_cited_paper,Computational design of soluble and functional membrane protein analogues,https://doi.org/10.1038/s41586-024-07601-y,retrieved,"07_Prompt-Cited_Papers/SolubleMPNN - Computational design of soluble and functional membrane protein analogues (Goverde et al., Nature 2024, s41586-024-07601-y).pdf  (split into 5MB parts per corpus convention: '(ppA-B of N).pdf')",journal article / SI (publisher copyright unless open access — check per article before redistributing full text),REVIEW — full-text redistribution generally NOT permitted unless OA; safest is URL-only
method_ipsae,prompt_cited_paper,Rēs ipSAE loquuntur: What's wrong with AlphaFold's pTM and ipTM,https://doi.org/10.1101/2025.02.10.637595,retrieved,"07_Prompt-Cited_Papers/ipSAE - Res ipSAE loquuntur - Whats wrong with AlphaFolds pTM and ipTM (Dunbrack, bioRxiv 2025.02.10.637595).pdf","preprint (bioRxiv/arXiv; author-chosen licence — many are CC-BY, some CC-BY-NC-ND / no reuse)",REVIEW licence per item (usually fine for CC-BY)
